T	11	0	11	13	1000	648	5	6	15	200	500	173	50	2	60	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-	-	1	1	1	-
-	3	9	9	14	3000	684	2	12	18	200	500	184	100	3	60	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	1	1	-	1	1	-	-	-	1	-	1
-	3	9	9	14	2500	720	3	12	18	200	500	185	100	3	60	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	1	1	-	1	1	-	-	-	1	-	1
-	3	9	9	15	2000	756	3	12	18	200	500	186	100	3	60	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	1	1	-	1	1	-	-	-	1	-	1
-	3	10	10	16	1500	792	4	12	18	300	700	187	100	3	60	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	1	1	-	1	1	-	-	-	1	-	1
-	3	10	10	17	1000	828	4	12	18	300	800	188	100	3	60	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	1	1	-	1	1	-	-	-	1	-	1
-	7	11	11	9	3000	864	4	12	18	300	800	184	100	3	60	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1
-	8	11	11	9	2500	900	4	12	18	400	850	185	100	3	60	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1
-	8	12	12	9	2000	936	5	12	18	400	850	186	100	3	60	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1
-	8	12	12	10	1500	972	5	12	18	500	900	187	100	3	60	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1
T	10	15	15	12	1000	1188	5	12	18	500	900	188	100	3	60	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1
