-	0	15	0	8	1500	396	71	-	-	127	102	23	2	45	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-
T	0	15	0	8	1000	408	0	-	-	127	103	24	2	45	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-
L	0	0	15	7	3000	360	0	40	50	110	114	25	2	50	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-	-
-	0	0	16	7	2500	372	71	40	50	110	115	26	2	50	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-	-
-	0	0	16	8	2000	384	68	40	50	110	116	27	2	50	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-	-
-	0	0	17	8	1500	396	26	40	50	110	117	28	2	50	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-	-
-	0	0	17	8	1000	408	65	40	50	110	118	29	2	50	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	-	-	-	-	-	-	-
-	0	0	16	8	3000	420	65	40	50	110	119	30	2	50	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-	-
-	0	0	16	9	2500	432	26	40	50	110	120	31	2	50	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-	-
-	0	0	17	9	2000	444	68	40	50	110	121	32	2	50	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-	-
-	0	0	17	9	1500	456	71	40	50	110	122	33	2	50	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-	-
T	0	0	18	9	1000	468	0	40	50	110	123	34	2	50	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	-	-	-	-
-	7	7	0	8	3000	420	0,71	50	60	90	134	30	2	60	-	-	-	1	1	1	-	-	-	-	-	-	-	1	1	1	-	-	-	1	1	1	-	-	-	-
-	7	7	0	9	2500	432	68,71	50	60	90	135	30	2	60	-	-	-	1	1	1	-	-	-	-	-	-	-	1	1	1	-	-	-	1	1	1	-	-	-	-
-	7	7	0	9	2000	444	26,68	50	60	90	136	30	2	60	-	-	-	1	1	1	-	-	-	-	-	-	-	1	1	1	-	-	-	1	1	1	-	-	-	-
-	8	8	0	9	1500	456	26,65	50	60	90	137	30	2	60	-	-	-	1	1	1	-	-	-	-	-	-	-	1	1	1	-	-	-	1	1	1	-	-	-	-
-	8	8	0	9	1000	468	65	50	60	90	138	30	2	60	-	-	-	1	1	1	-	-	-	-	-	-	-	1	1	1	-	-	-	1	1	1	-	-	-	-
-	8	8	0	10	3000	480	0,71	50	60	90	139	30	2	60	-	-	-	-	-	-	1	1	1	-	-	-	-	-	-	-	1	1	1	-	-	-	1	1	1	-
-	8	8	0	10	2500	492	68,71	50	60	90	140	30	2	60	-	-	-	-	-	-	1	1	1	-	-	-	-	-	-	-	1	1	1	-	-	-	1	1	1	-
-	8	8	0	10	2000	504	26,68	50	60	90	141	30	2	60	-	-	-	-	-	-	1	1	1	-	-	-	-	-	-	-	1	1	1	-	-	-	1	1	1	-
-	9	9	0	10	1500	516	26,65	50	60	90	142	30	2	60	-	-	-	-	-	-	1	1	1	-	-	-	-	-	-	-	1	1	1	-	-	-	1	1	1	-
T	9	9	0	11	1000	528	65	50	60	90	143	30	2	60	-	-	-	-	-	-	1	1	1	-	-	-	-	-	-	-	1	1	1	-	-	-	1	1	1	-
L	9	0	9	11	3000	540	0,65,68	50	70	80	154	50	2	60	-	-	-	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-	-	1	1	1	-	-	-
-	9	0	9	11	2500	552	0,26,71	50	70	80	155	50	2	60	-	-	-	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-	-	1	1	1	-	-	-
-	9	0	9	11	2000	564	0,65,68	50	70	80	156	50	2	60	-	-	-	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-	-	1	1	1	-	-	-
-	10	0	10	12	1500	576	0,26,71	50	70	80	157	50	2	60	-	-	-	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-	-	1	1	1	-	-	-
-	10	0	10	12	1000	588	0,65,68	50	80	80	158	50	2	60	-	-	-	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-	-	1	1	1	-	-	-
-	10	0	10	12	3000	600	0,26,71	50	80	80	159	50	2	60	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-	-	1	1	1	-
-	10	0	10	12	2500	612	0,65,68	50	80	80	160	50	2	60	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-	-	1	1	1	-
-	10	0	10	12	2000	624	0,26,71	50	80	80	161	50	2	60	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-	-	1	1	1	-
-	11	0	11	13	1500	636	0,65,68	50	80	80	162	50	2	60	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-	-	1	1	1	-
T	11	0	11	13	1000	648	0,26,71	50	80	80	163	50	2	60	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	-	-	-	-	-	-	1	1	1	-
-	3	9	9	14	3000	684	0,26,65,68,71	50	100	80	174	100	2	60	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	1	1	-	1	1	-	-	-	1	-	1
-	3	9	9	14	2500	720	0,26,65,68,71	50	100	80	175	100	2	60	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	1	1	-	1	1	-	-	-	1	-	1
-	3	9	9	15	2000	756	0,26,65,68,71	50	100	80	176	100	3	60	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	1	1	-	1	1	-	-	-	1	-	1
-	3	10	10	16	1500	792	0,26,65,68,71	50	100	80	177	100	3	60	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	1	1	-	1	1	-	-	-	1	-	1
-	3	10	10	17	1000	828	0,26,65,68,71	50	100	80	178	100	3	60	-	-	-	-	-	-	-	-	-	-	-	1	1	-	-	1	1	-	1	1	-	-	-	1	-	1
-	7	11	11	9	3000	864	0,26,65,68,71	50	100	80	179	100	3	60	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1
-	8	11	11	9	2500	900	0,26,65,68,71	50	100	80	180	100	3	60	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1
-	8	12	12	9	2000	936	0,26,65,68,71	50	100	80	181	100	3	60	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1
-	8	12	12	10	1500	972	0,26,65,68,71	50	100	80	182	100	3	60	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1
T	10	15	15	12	1000	1188	0,26,65,68,71	50	100	80	183	100	3	60	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1
